OBJECTID,description,tags,lat_wgs,lon_wgs,pov_exp,heading,orgid,nid,captions,scene,label
1,,GENERAL,30.519417667399999,114.201244513999995,2.000000000000000,30.000000000000000,10141003150524105621504.000000000000000,10141003150524105323600_right_285.jpg,a sign that is on the ground near a tree;a sign that is on the side of a tree;a sign that is on the side of the road;a sign that is on the side of the street;a sign that is on the ground next to a tree,a white bus driving down a street next to a tree ; a road with a car driving down the road ; a parking lot with a large building in the background ; a sign that is on the ground near a tree,4
525,,GENERAL,30.605719685699999,114.239685030000004,2.000000000000000,163.000000000000000,10141050150707150192640.000000000000000,10141050150707150536100_right_339.jpg,a group of cars parked on the side of a road;a group of cars parked on the side of the road;a group of cars parked in front of a building;a group of cars parked in a parking lot;a group of cars parked on the side of a street,a group of cars parked in a parking lot ; a city street filled with traffic and tall buildings ; a couple of people that are standing in the street ; a group of cars parked on the side of a road,6
526,双柏前街,GENERAL,30.551469254600001,114.303526472000001,2.000000000000000,147.000000000000000,10141006121203140657152.000000000000000,10141006121203140326700_right_204.jpg,a couple of cars parked in front of a store;a couple of cars parked outside of a store;a couple of cars parked outside a store;a couple of cars parked in front of a building;a couple of cars parked in front of a store front,a group of people walking down a street ; a group of people walking down a street ; a couple of people walking down a street ; a couple of cars parked in front of a store,6
527,京汉大道,GENERAL,30.607865478499999,114.300498485999995,2.000000000000000,215.000000000000000,10141050150628112728064.000000000000000,10141050150628113324700_right_137.jpg,a white bus parked in front of a building;a white bus driving down a street next to tall buildings;a bus driving down a street next to tall buildings;a white bus parked in front of a tall building;a white bus parked in front of a store,a white car driving down a street under a bridge ; a group of cars driving under a bridge ; a street with many trees and a fence ; a white bus parked in front of a building,4
528,光华路,GENERAL,30.607475508800000,114.286910718000001,2.000000000000000,52.000000000000000,10141022121206143254528.000000000000000,10141022121206143609200_right_337.jpg,an old house with a tree in front of it;a tree on the side of the road;a tree on the side of the street;an old house with a tree in front of the building;an old house with a tree in front of a building,a view of a street with people walking on it ; a street with cars parked on the side of the road ; a bike parked on the side of a street ; an old house with a tree in front of it,6
529,八一路,GENERAL,30.544926720900001,114.333866865000005,2.000000000000000,140.000000000000000,10141003150316149932032.000000000000000,10141003150316150503100_right_45.jpg,a group of cars parked in front of a building;a couple of cars parked in front of a tall building;a couple of cars parked in front of a building;a car parked in front of a building;a couple of cars parked on the side of a road,a city street filled with lots of traffic ; a group of cars driving down a city street ; a silver car driving down a city street ; a group of cars parked in front of a building,-1
530,长云路,GENERAL,30.611837168699999,114.177251177000002,2.000000000000000,279.000000000000000,10141022121209110724608.000000000000000,10141022121209111414800_right_343.jpg,a fire truck parked in front of a building;a red fire truck parked in front of a tall building;a red truck parked in front of a building;a red fire truck parked in front of a building;a red truck parked in front of a tall building,a red truck driving down a street past tall buildings ; a man walking down a street next to a building ; a couple of people walking down a sidewalk ; a person walking down a street near buildings ; a couple of men walking down a sidewalk ; a man standing next to a large truck ; a white truck parked in front of a building ; a fire truck parked in front of a building,10
531,友谊路,GENERAL,30.580591118499999,114.273683442999996,2.000000000000000,195.000000000000000,10141050150624151207936.000000000000000,10141050150624151821900_right_76.jpg,a group of cars parked in front of a store;several cars parked on the side of the road;several cars parked in front of a store;a group of cars parked on the side of a road;a group of cars parked in front of a building,a group of cars driving down a city street ; a blue and white street sign and some cars ; a person riding a bike on a city street ; a group of cars parked in front of a store,2
532,芳草路,GENERAL,30.525811565600002,114.193753833000002,2.000000000000000,315.000000000000000,10141057150531141632000.000000000000000,10141057150531141010800_right_141.jpg,a car driving down a road next to buildings;a car parked in a parking lot near a building;a car driving down a road next to a building;a black car driving down a street next to a building;a car parked in a parking lot with a building in the background,a view of a street with cars driving on it ; a group of cars driving down a city street ; a parking lot with a building in the background ; a car driving down a road next to buildings,9
533,,GENERAL,30.568964961900001,114.198474967999999,2.000000000000000,202.000000000000000,10141019121209135071232.000000000000000,10141019121209134142000_right_96.jpg,a car parked on the side of the road;a car parked on the side of a street;a car is parked on the side of the road;a car is parked on the side of the street;a car parked on the side of the road near a building,a white car driving down a street next to tall buildings ; a city street with parked cars and motorcycles ; a man standing next to a pile of fruit ; a car parked on the side of the road,10
534,兴国北路,GENERAL,30.565887815600000,114.346781442999998,2.000000000000000,113.000000000000000,10141003150429115121664.000000000000000,10141003150429114122800_right_225.jpg,a man standing next to a brick building;a man standing outside of a brick building;a man standing in front of a brick building;a man is standing outside of a brick building;a man standing in front of a red brick building,a city street filled with lots of traffic ; a city street with tall buildings in the background ; two cars parked on the side of the street ; a man standing next to a brick building,11
535,古田路,GENERAL,30.592333375700001,114.196518881000003,2.000000000000000,319.000000000000000,10141022121211121893376.000000000000000,10141022121211122926800_right_251.jpg,a car driving down a street past tall buildings;a car driving down a street next to tall buildings;a car driving down a street next to a tall building;a car driving down a street past a yellow pole;a car driving down a street past a yellow sign,a group of people standing outside of a store ; a group of people walking down a sidewalk ; a city street with cars and people walking ; a car driving down a street past tall buildings,9
536,胜利街,GENERAL,30.583657022600001,114.288505939000004,2.000000000000000,216.000000000000000,10141050150625141063680.000000000000000,10141050150625140211800_right_292.jpg,a store front on the side of the street;a store front on the side of a street;a store front on the side of the road;a store front with a sign that reads UNK;a store front on the side of the street with shops,a man riding a bike down a narrow street ; a street with cars and people walking on it ; a white car parked on the side of a street ; a store front on the side of the street,2
537,广货巷,GENERAL,30.571644118500000,114.269425404000003,2.000000000000000,296.000000000000000,10141050150708142145536.000000000000000,10141050150708141349500_right_259.jpg,a woman standing in front of a store front;a person standing in front of a store;a person standing in front of a store front;a woman standing in front of a store;a man standing in front of a store front,a group of people walking down a sidewalk ; a city street with people walking down it ; a city street with umbrellas on the sidewalk ; a woman standing in front of a store front,1
538,四新北路,GENERAL,30.531300505200001,114.209182443000003,2.000000000000000,131.000000000000000,10141003150426145554432.000000000000000,10141003150426145707400_right_215.jpg,a couple of boats sitting on top of a beach;a group of boats sitting on top of a body of water;a couple of boats that are sitting in the water;a couple of boats sitting on top of a lake;a group of boats sitting on top of a lake,a bus driving down a road next to tall buildings ; a person riding a bike down a city street ; a large body of water sitting next to a field ; a couple of boats sitting on top of a beach,2
539,民权路,GENERAL,30.573379821100001,114.286389229999997,2.000000000000000,269.000000000000000,10141035140613123604480.000000000000000,10141035140613123254000_right_12.jpg,a black car parked in front of a store;a black car parked in front of a store front;a car parked on the side of the street;a black car parked on the side of the street;a black car parked on the side of a street,a green and white bus driving down a street ; a green bus driving down a city street ; a couple of cars parked on the side of a street ; a black car parked in front of a store,4
540,四新北路,GENERAL,30.518595235199999,114.232442973999994,2.000000000000000,122.000000000000000,10141003150426149748736.000000000000000,10141003150426150356200_right_160.jpg,a view of a city street with tall buildings;a view of a city street with buildings in the background;a view of a city street with buildings around it;a view of a city street with buildings and street lights;a view of a city street with buildings and street signs,a view of a city street from a distance ; a long line of cars driving down a road ; a red truck driving down a street next to tall buildings ; a view of a city street with tall buildings,8
541,解放大道,GENERAL,30.579117081300002,114.227838145999996,2.000000000000000,136.000000000000000,10141003150331123597312.000000000000000,10141003150331123504200_right_32.jpg,a group of cars parked on a city street;a group of cars parked in front of a tall building;a group of cars parked in front of a building;a group of cars parked on the side of a street;a group of cars parked on the side of the road,a person crossing the street in front of a building ; a car driving down a street under a bridge ; a red car parked in front of a building ; a group of cars parked on a city street,8
542,航发路,GENERAL,30.578376808600002,114.267329770000003,2.000000000000000,209.000000000000000,10141050150719112347648.000000000000000,10141050150719111552300_right_269.jpg,the inside of a building with lots of windows;the inside of a building with a large window;the inside of a building with a window;the inside of a building with a canopy;the inside of a building with a table and chairs,a group of people walking down a narrow street ; a woman walking down a street holding an umbrella ; the side of a building with a large sign ; the inside of a building with lots of windows,1
543,,GENERAL,30.548689653299999,114.309594617000002,2.000000000000000,223.000000000000000,10141003150416112779264.000000000000000,10141003150416112915100_right_90.jpg,a man sitting on a bench in front of a building;a person sitting on a bench in front of a building;a person sitting on a bench outside a building;a man sitting on top of a bench next to a building;a man sitting on top of a bench near a building,a van parked on the side of the street ; a street scene with a person sitting on the sidewalk ; a row of buildings with umbrellas hanging from them ; a man sitting on a bench in front of a building,-1
544,长丰大道,GENERAL,30.608433129000002,114.227036705000003,2.000000000000000,250.000000000000000,10141050150530110717952.000000000000000,10141050150530111131200_right_13.jpg,a sign on the side of the road;a sign on the side of the street;a sign on the side of a city street;a sign on the side of the road in a city;a sign on the side of a road that reads UNK,a group of trucks parked on a city street ; a group of cars parked on a city street ; several cars parked on the side of the road ; a sign on the side of the road,6
545,洲头五路,GENERAL,30.519594980000001,114.249229869000004,2.000000000000000,224.000000000000000,10141019121209101516800.000000000000000,10141019121209102303900_right_225.jpg,a pile of trash on a city street;a pile of trash on a street corner;a pile of trash on the side of a street;a pile of trash in front of a building;a pile of trash on the side of the street,an empty street with buildings in the background ; an empty street with a car driving down it ; a white truck parked in a parking lot ; a pile of trash on a city street,0
546,,GENERAL,30.606083726800001,114.176122339000003,2.000000000000000,334.000000000000000,10141050150530114912256.000000000000000,10141050150530115032600_right_304.jpg,a white truck parked next to a building;a truck parked in front of a house;a white truck parked in front of a house;a white truck parked in front of a building;a white truck parked in front of a white house,a white truck parked in front of a house ; a group of towels that are sitting on a rail ; a white van parked on the side of a road ; a man standing in front of a silver car ; a white car parked on the side of a road ; a towel hanging over a concrete wall ; a man in white shirt standing next to a car ; a white truck parked next to a building,11
547,红旗渠路,GENERAL,30.627803850300001,114.252234713000007,2.000000000000000,344.000000000000000,10141050150624159596544.000000000000000,10141050150624160228100_right_358.jpg,a car parked on the side of a street;a car driving down a street past tall buildings;a car parked on the side of the road;a car parked on the side of the street;a car parked on the side of a road near tall buildings,a car driving down a street next to trees ; a bus driving down a street next to tall buildings ; a couple of cars parked in front of a store ; a car parked on the side of a street,4
548,莲花湖路,GENERAL,30.554726204500000,114.270742386999999,2.000000000000000,110.000000000000000,10141003150323150225408.000000000000000,10141003150323150354700_right_346.jpg,a car parked on the side of the road;a car parked on the side of a street;a car parked on the side of a road;a car parked on the side of a city street;a car parked on the side of a street next to buildings,a street with people walking down the sidewalk ; a person walking down a street next to a building ; a street sign in front of a red brick building ; a car parked on the side of the road,6
549,瑞景路,GENERAL,30.523777536699999,114.325563586000001,2.000000000000000,106.000000000000000,10141003150510134394880.000000000000000,10141003150510134357900_right_189.jpg,a couple of cars parked on the side of the road;a couple of cars parked on the side of the street;a white car parked in front of a store;a couple of cars parked on the side of a road;a couple of cars parked on the side of a street,a city street filled with lots of traffic next to tall buildings ; an empty street in the middle of a city ; a city street with tall buildings in the background ; a couple of cars parked on the side of the road,0
550,解放大道,GENERAL,30.578940882800001,114.227957532999994,2.000000000000000,141.000000000000000,10141003150629164548096.000000000000000,10141003150629164530000_right_181.jpg,a row of houses with trees in the background;a street with a few cars parked on the street;a street with a few cars parked on the sidewalk;a street with a few cars parked in front of a house;a street with a few cars parked on the side of the road,a group of cars driving down a city street ; a city street filled with lots of traffic ; a white car parked in front of a building ; a row of houses with trees in the background,8
551,,GENERAL,30.623528154100001,114.208155495000000,2.000000000000000,96.000000000000000,10141217150929131798528.000000000000000,10141217150929132757800_right_174.jpg,a fence that is next to a building;a fenced in area with a large building;a fence that is next to a fence;a fenced in area with a large brick building;a fence that is next to a building and a tree,a white car driving down a city street ; a city street with buildings and cars driving down it ; a store on the corner of a city street ; a fence that is next to a building,8
552,,GENERAL,30.577880892100001,114.253153398999999,2.000000000000000,86.000000000000000,10141050150708154728448.000000000000000,10141050150708155646100_right_337.jpg,a view of a building through a window;a view of a building through a glass window;a view of a building through a glass door;a view of a building from the side of a house;a view of a building from the side of a building,a view of a city street from a distance ; a man standing next to a building on a sidewalk ; the front of a building with many signs on it ; a view of a building through a window,11
553,,GENERAL,30.535508625100004,114.196894839999999,2.000000000000000,285.000000000000000,10141003150426145554432.000000000000000,10141003150426145048300_right_12.jpg,a white car parked in front of a building;a white car parked in front of a tall building;a white car parked on the side of the road;a white car parked next to a tall building;a white car parked on the side of a road,a view of a city from the side of the road ; a city street with parked cars and buildings ; a white car parked on the side of the road ; a white car parked in front of a building,6
554,京汉大道,GENERAL,30.609596607800000,114.301519992999999,2.000000000000000,312.000000000000000,10141003150612102119424.000000000000000,10141003150612102444700_right_316.jpg,a city street with a row of buildings;a city street with buildings and motorcycles parked on the sidewalk;a city street with a row of buildings on it;a city street with buildings and motorcycles parked on the street;a city street with a row of buildings on the street,a car driving down a road next to a forest ; a person riding a skate board on a city street ; a forest filled with lots of green trees ; a city street with a row of buildings,9
555,解放大道,GENERAL,30.577912700500001,114.240075112000000,2.000000000000000,100.000000000000000,10141003150331123597312.000000000000000,10141003150331123153700_right_50.jpg,a street that has a few cars parked on it;a couple of cars parked on the side of a road;a street with cars parked on the side of it;a street with cars parked on the side of the road;a couple of cars that are parked on the side of the street,a bus driving down a street next to tall buildings ; a parking lot with trash bags on the ground ; a city street filled with traffic next to buildings ; a street that has a few cars parked on it,4
556,马场路,GENERAL,30.616308195300004,114.260794677000007,2.000000000000000,134.000000000000000,10141050150701160726528.000000000000000,10141050150701161655400_right_357.jpg,a couple of people that are walking in the street;a couple of people walking down a street;a couple of people walking across a street;a couple of people walking down a sidewalk;a group of people walking down a street,a group of people crossing the street holding umbrellas ; a group of people that are standing in the street ; a group of cars driving down a city street ; a group of people that are standing in the street ; two children are playing in a parking lot ; a group of people walking down a street ; a couple of cars parked in front of a building ; a couple of people that are walking in the street,9
557,汉西三路,GENERAL,30.602602858000001,114.215107121000003,2.000000000000000,232.000000000000000,10141103150611153551360.000000000000000,10141103150611153600100_right_75.jpg,a city street filled with lots of traffic and tall buildings;a city street filled with lots of traffic next to tall buildings;a city street filled with lots of traffic;a city street filled with lots of traffic surrounded by tall buildings;a city street filled with lots of traffic next to buildings,a bus driving down a street past tall buildings ; a group of people riding motorcycles down a street ; a couple of cars driving down a city street ; a city street filled with lots of traffic and tall buildings,2
558,黎黄陂路,GENERAL,30.590974670700003,114.292698837000003,2.000000000000000,144.000000000000000,10141035140613096341504.000000000000000,10141035140613095802600_right_195.jpg,a couple of cars parked in front of a building;a view of a building from the street;a couple of cars parked in front of a tall building;a view of a building from the side;a view of a city street from the corner,a city street filled with traffic next to tall buildings ; a red car driving down a city street ; a couple of motorcycles parked in front of a building ; a couple of cars parked in front of a building,8
559,北湖东巷,GENERAL,30.605376615100003,114.269557996000003,2.000000000000000,301.000000000000000,10141022121127141441536.000000000000000,10141022121127141140100_right_98.jpg,a white car parked next to a building;a car parked in front of a building;a white car parked in front of a building;a white car parked next to a building on a street;a white car parked next to a building on a city street,a motorcycle parked on the side of a city street ; a person is walking down a narrow street ; a bush filled with lots of green leaves ; a white car parked next to a building,2
560,三眼桥路,GENERAL,30.610390233600000,114.278552258999994,2.000000000000000,118.000000000000000,10141035140612114874368.000000000000000,10141035140612114424600_right_246.jpg,a narrow street with buildings on both sides;a narrow street with a few buildings in the background;a narrow street with buildings on both sides of it;a narrow street with buildings on both sides of the street;a narrow street with buildings on both sides of the road,a group of cars driving down a city street ; a car driving down a street next to tall buildings ; a white car parked on the side of a street ; a narrow street with buildings on both sides,8
561,古田路,GENERAL,30.597689953200003,114.181671890999993,2.000000000000000,125.000000000000000,10141050150530114912256.000000000000000,10141050150530115708000_right_328.jpg,a white car driving down a city street;a couple of cars driving down a street;a white car driving down a street next to tall buildings;a white truck driving down a street next to tall buildings;a white car driving down a street past a tall building,a view of a city street with a bridge in the background ; a street scene with a building in the background ; an empty street with a building in the background ; a white car driving down a city street,0
562,楚善一巷,GENERAL,30.540942223100000,114.302960644999999,2.000000000000000,208.000000000000000,10141006121127139868672.000000000000000,10141006121127140636700_right_32.jpg,a tall brick building with lots of windows;a red brick building with a white fence;a tall brick building with lots of windows next to a window;a tall brick building with lots of windows next to it;a tall brick building with lots of windows and a white house,a man is walking down a city street ; a couple of people walking down a street ; a room filled with different types of windows ; a tall brick building with lots of windows,11
563,苗栗路,GENERAL,30.599967361699999,114.286385679000006,2.000000000000000,78.000000000000000,10141050150701099909120.000000000000000,10141050150701100528400_right_143.jpg,the front of a building with a large window;a large red building with a large window;a large red building with a black fence;the front of a building with a large building;a large red building with a black and white fence,cars are parked on the side of the road ; a city street filled with traffic next to tall buildings ; a car driving down a street with umbrellas ; the front of a building with a large window,9
564,银杏街,GENERAL,30.570951982699999,114.201534760000001,2.000000000000000,109.000000000000000,10141050150712141414400.000000000000000,10141050150712142047700_right_203.jpg,a couple of cars parked in front of a store;a couple of cars parked in front of a building;a couple of cars parked outside of a store;a group of cars parked in front of a store;two cars parked in front of a store,a blue and white bus driving down a street ; a city street filled with lots of traffic ; a bus driving down a street past tall buildings ; a couple of cars parked in front of a store,4
565,紫金村,GENERAL,30.555293660600000,114.316528121999994,2.000000000000000,243.000000000000000,10141003150416104390656.000000000000000,10141003150416105135500_right_359.jpg,a pile of garbage sitting in front of a building;a pile of garbage sitting in front of a tall building;a pile of garbage sitting outside of a building;a pile of trash sitting in front of a building;a pile of garbage sitting in the middle of a street,a wooden fence sitting next to a building ; cars are parked on the side of the street ; a grassy field with a large building in the background ; a pile of garbage sitting in front of a building,6
566,三眼桥路,GENERAL,30.613146396400001,114.275831999000005,2.000000000000000,339.000000000000000,10141035140612114874368.000000000000000,10141035140612114311400_right_232.jpg,a white van parked in front of a store;a white van parked on the side of a street;a little boy standing in front of a white truck;a white van parked on the side of the road;a white van parked on the side of a road,a city street filled with traffic surrounded by tall buildings ; a group of cars driving down a city street ; a street scene with people walking on the sidewalk ; a white van parked in front of a store,8
567,发展大道,GENERAL,30.624654875100003,114.276982028000006,2.000000000000000,243.000000000000000,10141003150612165033984.000000000000000,10141003150612164045900_right_326.jpg,a view of a city street from across the street;a view of a city street from the UNK;a view of a city street from the side of the street;a view of a city street from the side of the road;a view of a city street from the side of a building,a person riding a motorcycle on a city street ; a couple of cars that are sitting in the street ; a person standing next to a metal pole ; a view of a city street from across the street,2
568,京汉大道,GENERAL,30.598581696600000,114.293591539999994,2.000000000000000,13.000000000000000,10141050150628112728064.000000000000000,10141050150628112826100_right_3.jpg,a car driving down a street next to a building;a car driving down a road next to a building;a car driving down a street next to tall buildings;a car driving down a street near a building;a silver car driving down a street next to a tall building,a city street with parked cars on the side ; a green car parked in front of a building ; two people riding motorcycles on a city street ; a car driving down a street next to a building,2
569,京汉大道,GENERAL,30.598995387999999,114.294067201000004,2.000000000000000,40.000000000000000,10141050150628112728064.000000000000000,10141050150628112833100_right_340.jpg,a car driving down a street next to tall buildings;a city street with cars parked on the side of the road;a city street with cars parked on the side;a city street with cars parked on the side of it;a view of a city street with cars and buildings,people crossing the street in the middle of the city ; a group of people walking across a street ; a man is crossing the street in the city ; a car driving down a street next to tall buildings,10
570,青松路,GENERAL,30.634152097299999,114.264031205999999,2.000000000000000,43.000000000000000,10141057150626155200512.000000000000000,10141057150626155402800_right_257.jpg,a couple of cars parked in front of a building;a group of motorcycles parked in front of a building;a row of parked motorcycles under a bridge;a row of parked motorcycles sitting in front of a building;a couple of cars parked on the side of a street,a group of cars parked on a city street ; a person riding a motorcycle on a city street ; several cars parked on the side of the road ; a couple of cars parked in front of a building,2
571,后湖大道,GENERAL,30.639714176999998,114.273103397000000,2.000000000000000,69.000000000000000,10141003150426132971520.000000000000000,10141003150426133132500_right_328.jpg,a street sign on a pole on the side of the road;a street with a sign that says no parking;an empty street with a sign that says no parking;a street sign on a pole on the side of a road;a street sign on a pole on the side of a street,a group of people riding motorcycles down a street ; a bus driving down a road near tall buildings ; a parking lot in the middle of the day ; a street sign on a pole on the side of the road,2
572,工农兵路,GENERAL,30.628442643200003,114.306347931999994,2.000000000000000,59.000000000000000,10141050150728102838272.000000000000000,10141050150728103553700_right_124.jpg,a white truck parked on the side of a street;a white truck driving down a street next to tall buildings;a white truck parked on a city street;a white van parked on the side of the road;a white van parked on the side of a street,a city street with cars and buildings in the background ; a street with cars and buildings in the background ; a car parked on the side of the road ; a white truck parked on the side of a street,6
573,常青一路,GENERAL,30.623294250200001,114.245554718999998,2.000000000000000,71.000000000000000,10141050150531150905344.000000000000000,10141050150531150408000_right_311.jpg,a large concrete wall with a bridge in the background;a long cement wall with a bridge in the background;a long cement wall with a metal fence;a large concrete wall with a bridge in the back ground;a long cement wall with a bridge in the back,a person riding a motorcycle on a city street ; an empty street with buildings in the background ; a long line of buildings on a city street ; a large concrete wall with a bridge in the background,0
574,苗栗路,GENERAL,30.597438616500000,114.281784369999997,2.000000000000000,355.000000000000000,10141050150701099909120.000000000000000,10141050150701100030300_right_313.jpg,two people riding bicycles on a city street;a group of people riding bikes down a street;a group of people walking down a street;a group of people riding bikes down a city street;a man riding a bike down a street next to tall buildings,a bus driving down a street next to tall buildings ; a person riding a bike on a city street ; a couple of people standing outside of a building ; two people riding bicycles on a city street,2
575,,GENERAL,30.526161844099999,114.184412967000000,2.000000000000000,130.000000000000000,10141003150524103524352.000000000000000,10141003150524102900800_right_318.jpg,a row of buildings next to a dirt road;a row of buildings next to a dirt path;a row of buildings next to a dirt field;a row of buildings next to a street;a row of buildings next to a road,a car driving down a street past houses ; an empty street in the middle of a big city ; a cement wall in the middle of a street ; a row of buildings next to a dirt road,0
576,Ｇ３１６,GENERAL,30.539408024000000,114.319760255999995,2.000000000000000,276.000000000000000,10141003150321153736704.000000000000000,10141003150321154736300_right_206.jpg,a white car parked on the side of the road;a white car parked on a city street;a white car parked in front of a building;a white car parked on the side of a road;a white car parked on the side of a street,a group of cars that are sitting in the street ; a city street filled with lots of traffic ; a group of cars driving down a city street ; a white car parked on the side of the road,8
577,五龙路,GENERAL,30.551437650099999,114.246170234999994,2.000000000000000,199.000000000000000,10141003150521125568512.000000000000000,10141003150521124646700_right_102.jpg,a person walking down a street holding an umbrella;a woman walking down a street holding an umbrella;a person walking down a street with an umbrella;a woman is walking down the street with an umbrella;a woman is walking down the street with a blue umbrella,a person with an umbrella walking down a sidewalk ; a man is walking down the street with a stick ; a person riding a bike down a city street ; a person walking down a street holding an umbrella,2
578,鹦鹉大道,GENERAL,30.526222526800002,114.251362732999993,2.000000000000000,32.000000000000000,10141050150606151352320.000000000000000,10141050150606150741600_right_250.jpg,a view of a city street with trees and buildings;a view of a city street with trees and buildings in the background;a view of a city street from the side of the road;a view of a city street with trees and buildings on each side;a view of a city street from the side of the street,a couple of cars parked in front of a building ; a public transit bus on a city street ; a semi truck driving down a city street ; a view of a city street with trees and buildings,4
579,,GENERAL,30.609049663099999,114.236865010000002,2.000000000000000,252.000000000000000,10141013130114133655552.000000000000000,10141013130114134445000_right_143.jpg,a city street filled with traffic surrounded by tall buildings;a city street filled with traffic next to buildings;a city street filled with cars and people;a busy city street with cars and pedestrians;a busy city street with cars and people walking on the sidewalk,a couple of cars driving down a city street ; a group of cars parked on the side of the road ; a couple of people walking down a sidewalk ; a city street filled with traffic surrounded by tall buildings,9
580,腰路堤路,GENERAL,30.543850535400001,114.265798176000004,2.000000000000000,130.000000000000000,10141003150521154928640.000000000000000,10141003150521155057000_right_214.jpg,a couple of cars parked on a city street;a couple of cars parked on the side of a road;a car parked on the side of the road;a couple of cars parked on the side of the road;a couple of cars parked in front of a building,a city street filled with traffic surrounded by tall buildings ; a city street with tall buildings in the background ; a red and white bus driving down a street ; a couple of cars parked on a city street,4
581,湖边坊路,GENERAL,30.604318530099999,114.288067240000004,2.000000000000000,345.000000000000000,10141050150619099168768.000000000000000,10141050150619100032000_right_296.jpg,a couple of people standing outside of a store;a couple of people standing outside of a building;a couple of people standing outside of a shop;a couple of people standing outside of a restaurant;a couple of people standing outside of a store front,a city street filled with traffic and tall buildings ; a city street filled with lots of traffic ; a red car parked in front of a tall building ; a couple of people standing outside of a store,6
582,二七路,GENERAL,30.631442496500000,114.298553364000000,2.000000000000000,253.000000000000000,10141103150611145162752.000000000000000,10141103150611145107300_right_218.jpg,a car driving down a street under a bridge;a car driving down a road under a tunnel;a car driving down a road under a bridge;a car driving down a road next to a building;a car driving down a road under a large bridge,a view of a bridge from across the water ; a view of a street through a window ; a view of a street from a train ; a car driving down a street under a bridge,5
583,后湖四路,GENERAL,30.650677106800000,114.290174441000005,2.000000000000000,202.000000000000000,10141013121212123971584.000000000000000,10141013121212123254900_right_300.jpg,a building with a wooden floor next to it;a building with a wooden floor and a large window;a building with a wooden floor and a green refrigerator;a building with a wooden floor and a green refrigerator freezer;a building with a wooden floor and a green refrigerator in front of it,an empty street with no cars on it ; a person riding a bike down a sidewalk ; a view of a city from the top of a roof ; a building with a wooden floor next to it,0
584,东安路,GENERAL,30.528459543200000,114.311590394999996,2.000000000000000,26.000000000000000,10141003150422112731136.000000000000000,10141003150422113324000_right_238.jpg,a view of a street from the side of a road;a view of a city street from an intersection;a view of a city street from a distance;a view of a street from the side of the road;a view of a street from the side of a street,a parking lot with a building and a tree ; a group of people riding bicycles down a street ; a street that has a bunch of bikes on it ; a view of a street from the side of a road,2
585,前进四路,GENERAL,30.582949031599998,114.279735154999997,2.000000000000000,164.000000000000000,10141035140623145893888.000000000000000,10141035140623144916600_right_220.jpg,a group of people walking down a street;a couple of people that are standing in the street;a group of people walking down a street past tall buildings;a group of people walking down a street next to buildings;a couple of people that are standing in front of a building,a man riding a motorcycle down a city street ; a city street with people walking down it ; a row of motorcycles parked in front of a store ; a group of people walking down a street,2
586,古田路,GENERAL,30.593535857800003,114.189240053000006,2.000000000000000,297.000000000000000,10141050150530114912256.000000000000000,10141050150530115859700_right_18.jpg,a row of buildings in front of a street;a street scene with focus on the building;a street scene with focus on the building in the background;a street scene with focus on the street and buildings;a street scene with focus on the building and the street,a person riding a bike down the street ; a white truck driving down a street next to tall buildings ; an empty street with a building in the background ; a row of buildings in front of a street,0
587,红建街,GENERAL,30.529830239799999,114.249894652999998,2.000000000000000,237.000000000000000,10141019121209109905408.000000000000000,10141019121209110037700_right_104.jpg,a red car parked in front of a building;a red car parked in front of a tall building;a red car parked in front of a brick building;a red car parked next to a building;a red car parked in front of a building next to a motorcycle,a car parked on the side of a street ; a motorcycle is parked outside of a store ; there is a corner of a building with a fence ; a red car parked in front of a building,6
588,莲花湖路,GENERAL,30.553687529400001,114.269939484000005,2.000000000000000,326.000000000000000,10141019131222111027200.000000000000000,10141019131222111717000_right_101.jpg,a brick building with a tree in front of it;a brick building with a tree in front;a brick building with a brick wall and trees;a brick wall with a brick wall and a tree;a brick building with a tree in front of a brick wall,a street with cars parked along the side of it ; a bus parked on the side of the road ; a row of parked cars on a city street ; a brick building with a tree in front of it,3
589,,GENERAL,30.531144084400001,114.236612207999997,2.000000000000000,306.000000000000000,10141003150524153856000.000000000000000,10141003150524154149700_right_281.jpg,a black car parked next to a park;a black car parked in front of a parking lot;a black car parked in front of a building;a black car parked in front of a parking meter;a black car parked next to a sidewalk and a building,a white car driving down a street next to tall buildings ; cars are parked on the side of the street ; a row of bushes with a building in the background ; a black car parked next to a park,8
590,机电路,GENERAL,30.638447832800001,114.253856407000001,2.000000000000000,53.000000000000000,10141057150628113940480.000000000000000,10141057150628113830500_right_150.jpg,a group of people standing outside of a building;a group of people standing outside of a store;a group of people walking around a building;a group of people standing around a building;a group of people standing in front of a building,a group of people riding motorcycles down a street ; a city street filled with traffic surrounded by tall buildings ; a poster of a woman on the side of the street ; a group of people standing outside of a building,2
591,海寿街,GENERAL,30.595095633700002,114.294747158999996,2.000000000000000,326.000000000000000,10141022121203125452800.000000000000000,10141022121203125721300_right_248.jpg,a store front with lots of different colored windows;a store front with lots of windows and a car;a store front with lots of windows and a large window;a store front with lots of windows and a large sign;a store front with lots of windows and a red light,a busy city street with cars and pedestrians ; a group of motorcycles parked on a city street ; a couple of people walking down a street ; a store front with lots of different colored windows,6
